id,name,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month
3424788,Relaxtion desination,N/A,f,f,Redwood Village/Rolando Park,92115,t,House,Entire home/apt,6,2,3,2,,$182.00 ,1,0,80,0.02
3431657,"Beautiful 3bd, 2.5ba Townhouse in Scripps Ranch",N/A,f,t,Miramar Ranch North,92131,t,Townhouse,Entire home/apt,8,2.5,3,3,,$450.00 ,0,0,,
3433681,Bright and Trendy Studio- Heart of Downtown,100%,t,f,Cortez,92101,t,Apartment,Entire home/apt,2,1,1,1,,$80.00 ,22,22,99,2.91
3435534,Cozy Room in Pacific Beach with nice Patio + bikes,N/A,f,f,Pacific Beach,92109,f,House,Private room,2,1,1,1,,$82.00 ,30,0,95,0.45
3441967,Huge ultra central casita w ocean views!,N/A,f,t,Morena,92111,f,Townhouse,Entire home/apt,6,2.5,3,4,,$159.00 ,4,0,100,0.07
3449127,INDEPENDENT SMALL ROOM Gaslamp/Seaworld,99%,f,t,Bay Park,92110,t,Guesthouse,Private room,2,1,1,1,,$55.00 ,712,158,92,10.82
3456223,One-Bedroom Apartment w/ Balcony over Balboa Park,N/A,f,t,Park West,92103,t,Apartment,Entire home/apt,2,1,1,1,,$60.00 ,1,0,,0.04
3458229,Homestay 9,N/A,f,t,Old Town,92110,t,House,Private room,2,2.5,1,1,,$99.00 ,3,0,60,0.05
3458257,Charming 1 bd Cottage Close to All,100%,t,f,North Park,92104,t,House,Entire home/apt,3,1,1,1,,$139.00 ,76,38,98,1.13
3475437,HILLCREST HIDEAWAY IN THE CENTER,100%,t,t,Hillcrest,92103,t,House,Private room,2,1,1,1,,$80.00 ,254,35,98,3.8
3478035,Spacious loft in University Hgts,86%,t,t,University Heights,92116,t,House,Private room,2,1,1,1,,$65.00 ,0,0,,
3478450,"★CUTE, CLEAN, LIGHT AND BRIGHT | SDSU (not UCSD)",N/A,f,t,Redwood Village/Rolando Park,92115,f,House,Private room,2,1,1,1,,$75.00 ,60,15,96,0.89
3479784,Mid-Century Designer Home in Tropical Paradise,N/A,f,t,Pacific Beach,92109,t,House,Entire home/apt,6,2,3,3,,$325.00 ,7,3,100,0.12
3479833,Beach house North Pacific Beach/La Jolla/San Diego,N/A,f,t,Pacific Beach,92109,t,House,Entire home/apt,6,2,2,4,,$300.00 ,9,0,80,0.13
3479904,Available for Thanksgiving & December Nights!!!,100%,f,t,Hillcrest,92103,t,Apartment,Entire home/apt,2,1,1,1,,$101.00 ,125,16,99,1.89
3489714,Private Garden Studio,100%,t,t,North Park,92116,t,Guesthouse,Entire home/apt,2,1,1,1,,$75.00 ,557,114,98,11.07
3490480,MB 3BR sleeps 14 steps to sand-Ultra Modern w/AC,96%,f,f,Mission Beach,92109,f,Condominium,Entire home/apt,14,2,3,6,,$199.00 ,301,84,91,5.37
3496847,Elegant & large home for 6 or more!,N/A,f,t,North Park,92104,t,House,Entire home/apt,6,2,3,4,,$450.00 ,0,0,,
3498549,Incredible Gaslamp Loft,N/A,f,f,Gaslamp,92101,t,Loft,Entire home/apt,3,1,0,1,,$900.00 ,0,0,,
3499123,Spacious and Clean Room,100%,t,t,Clairemont Mesa East,92111,t,Bungalow,Private room,2,1,1,1,,$72.00 ,8,0,90,0.13
3510645,Downtown Apartment - Great Location,88%,f,f,Golden Hill,92102,t,Apartment,Entire home/apt,4,1,1,2,,$115.00 ,88,13,88,1.32
3511316,1920 Carriage House with Backyard Patio,100%,t,t,Park West,92103,t,Apartment,Entire home/apt,8,3,4,4,,$445.00 ,89,5,98,1.33
3519137,1room in large house near bus/freew,100%,t,t,Paradise Hills,92139,t,House,Private room,2,1,1,1,,$59.00 ,29,1,91,0.43
3522000,"Banker's Hill ""The Carriage House"" Lower Unit",100%,t,t,Park West,92103,t,Guesthouse,Entire home/apt,4,2,2,2,,$245.00 ,36,4,98,0.55
3522006,"""The Carriage House"" Upper Unit",100%,t,t,Park West,92103,t,House,Entire home/apt,4,1,2,2,,$220.00 ,33,7,99,0.51
3530257,"Cozy Studio/Flat Steps to Ocean745-Surf,BBQ, Relax",100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,2,1,0,1,,$100.00 ,16,6,83,0.25
3530352,Beach Cottage in La Jolla Beautiful Wind n Sea,100%,t,t,La Jolla,92037,t,Guesthouse,Entire home/apt,2,1,1,1,,$175.00 ,26,9,97,0.39
3532745,2 bed/2 bath HEART OF HILLCREST!!,N/A,f,f,Hillcrest,92103,t,Apartment,Entire home/apt,6,2,2,2,,$150.00 ,15,0,97,0.22
3543408,♥ of Mission Beach ♥ Steps to Sand ♥ Huge Patio,100%,f,t,Mission Beach,92109,t,House,Entire home/apt,6,1,2,4,,$164.00 ,95,25,91,1.47
3543996,Charming Mission Beach House,100%,t,t,Mission Beach,92109,t,House,Entire home/apt,9,3,3,5,,$280.00 ,246,47,96,3.71
3545424,Convenient Location! Cozy Place!,100%,t,t,Golden Hill,92102,t,Condominium,Entire home/apt,4,1,1,1,,$129.00 ,168,38,96,3.23
3550876,Luxury condo 1 blk to Balboa Park,N/A,f,t,Park West,92103,t,Condominium,Entire home/apt,3,1,1,1,,$160.00 ,10,0,96,0.15
3551265,"Family-Friendly, 3 BR Charming Home",100%,t,t,North Park,92104,t,House,Entire home/apt,6,1.5,3,3,,$209.00 ,108,12,97,1.65
3552288,Walk to Comic-Con!! 1 Bed 1 Bath!!!,N/A,f,f,Core-Columbia,92101,t,Apartment,Entire home/apt,3,1,1,1,,$325.00 ,1,0,100,0.02
3553984,Cozy 1br in the heart of San Diego,N/A,f,t,Hillcrest,92103,t,Apartment,Entire home/apt,3,1,1,1,,$160.00 ,9,0,93,0.16
3554422,King Tempur-Pedic & Ensuite Bath,100%,t,t,College West,92115,t,House,Private room,3,1,1,1,,$75.00 ,241,30,97,3.6
3554485,Custom Little Italy 1 Bedroom Condo,N/A,f,f,Little Italy,92101,t,Apartment,Entire home/apt,6,1,1,2,,"$1,000.00 ",0,0,,
3554556,Cozy Studio With a Modern Flare!,N/A,f,t,Park West,92101,t,Apartment,Entire home/apt,2,1,0,1,,$180.00 ,8,0,90,0.45
3560755,Charming Spanish house in San Diego,N/A,f,f,North Park,92104,t,House,Private room,1,1,1,1,,$79.00 ,2,1,100,0.03
3561463,Private Room & Bathroom in PB,N/A,f,t,Pacific Beach,92109,t,Townhouse,Private room,2,1.5,1,1,,$69.00 ,92,0,97,1.38
3563654,Beautiful Mission Heights Home Next 2 Park/Playgnd,100%,t,t,Linda Vista,92111,f,House,Entire home/apt,6,2,2,4,,$135.00 ,88,40,98,2.14
3563844,Cozy Normal Heights Oasis - Private BR & Bathroom,N/A,f,t,Normal Heights,92116,t,House,Private room,1,1,1,1,,$39.00 ,22,4,100,1.05
3566805,Cozy Bayside Cottage,100%,f,t,Mission Beach,92109,t,Cottage,Entire home/apt,2,1,1,1,,$225.00 ,2,2,80,0.2
3567771,Beautiful Bayside Castle,100%,f,t,Mission Beach,92109,t,House,Entire home/apt,11,3.5,4,6,,$753.00 ,0,0,,
3569193,Quaint Studio Apt walk to Comic Con,N/A,f,f,Golden Hill,92102,t,Apartment,Entire home/apt,2,1,0,2,,$199.00 ,0,0,,
3569322,♥ Luxury Hilltop Retreat in the City - No Expense Spared! ♥,100%,t,t,Midtown,92103,t,House,Entire home/apt,6,2,3,3,,$479.00 ,70,25,98,1.15
3571771,"Spacious, Modern 1BR, Blocks to D/T",N/A,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,4,1,1,2,,$175.00 ,12,0,95,0.18
3576760,Charming Spanish Bungalow in NP! ,N/A,f,f,North Park,92104,t,House,Entire home/apt,6,2,4,3,,$399.00 ,0,0,,
3582292,One bedroom apt 900 ssquare feet.,100%,t,t,North Park,92104,t,Apartment,Entire home/apt,4,1,1,4,,$700.00 ,0,0,,
3582419,2 Bedroom Suite-Apt in North Park,100%,t,t,North Park,92104,t,Apartment,Entire home/apt,4,1,2,2,,$159.00 ,75,39,99,1.13
3583639,Secluded Hillcrest Garden Retreat.,N/A,f,t,University Heights,92103,t,House,Private room,1,1,1,1,,$31.00 ,15,0,91,0.23
3586138,Comic Con Weekend,0%,f,t,Hillcrest,92103,t,Apartment,Entire home/apt,4,2,2,2,,$250.00 ,2,0,99,0.03
3589913,Charming and Cozy Craftsman 2br/2ba,N/A,f,f,North Park,92104,t,House,Entire home/apt,2,1.5,2,2,,$135.00 ,0,0,,
3591240,Private Home w/ Hot Tub in North Park San Diego,100%,t,t,North Park,92104,t,House,Entire home/apt,2,1,1,1,,$95.00 ,101,58,98,3.15
3593229,Private Cottage in Walkable NorthPark w/AC,100%,t,t,North Park,92104,t,Guesthouse,Entire home/apt,2,1,0,1,,$74.00 ,248,59,98,3.72
3599890,"Cute Condo 1 Block from Beach, PB",N/A,f,t,Pacific Beach,92109,t,Condominium,Entire home/apt,2,1,1,1,,$210.00 ,6,0,100,0.09
3616779,Room in Hillcrest/North Park House,N/A,f,t,North Park,92104,t,House,Private room,2,1,1,1,,$60.00 ,157,0,92,2.35
3617672,Large Bedroom with Private Bath,100%,t,t,Clairemont Mesa East,92111,t,Bungalow,Private room,1,1,1,1,,$68.00 ,58,10,97,0.93
3628992,Historical Home,100%,f,t,Grant Hill,92102,t,House,Entire home/apt,4,1,2,3,,$175.00 ,7,0,90,0.11
3629046,Room/bath in OceanBeach -Comic-Con,N/A,f,f,Point Loma Heights,92107,t,House,Private room,3,1.5,1,2,,$120.00 ,1,0,100,0.02
3635727,Private Large Bedroom & Bath ,N/A,f,f,Linda Vista,92111,t,House,Private room,2,1,1,1,,$135.00 ,1,0,86,0.02
3637927,Private Room in Pacific Beach House,100%,f,f,Pacific Beach,92109,t,House,Private room,3,1,1,1,,$60.00 ,48,13,96,0.72
3639029,SPECIAL RATE! - Grand Del Mar Villa,100%,f,f,Carmel Valley,92130,t,House,Entire home/apt,8,4.5,3,4,,"$2,500.00 ",0,0,,
3645538,San Diego Gem Vacation House,98%,f,t,Mission Hill,92110,t,House,Entire home/apt,8,2,3,3,,$269.00 ,198,37,96,2.98
3645979,Private room in Mission Hills condo near downtown,N/A,f,f,Midtown,92103,t,Condominium,Private room,2,1,1,1,,$200.00 ,1,1,100,0.17
3646429,Homestay 3,N/A,f,t,Old Town,92110,t,House,Private room,1,1,1,1,,$65.00 ,15,0,88,0.29
3646609,Downtown Victorian Guest House,100%,t,t,Sherman Heights,92102,t,House,Entire home/apt,6,1,2,3,,$159.00 ,116,20,97,1.75
3647778,Private Room 1.5 blocks from beach,0%,f,f,Ocean Beach,92107,t,Apartment,Private room,1,1,1,1,,$350.00 ,1,0,100,0.02
3659331,"3 Blks from the beach, 1 BR cottage",N/A,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,2,,$200.00 ,0,0,,
3662860,Italian Inspired Flat in Little Italy,100%,f,f,Little Italy,92101,t,Condominium,Entire home/apt,4,2,2,2,,$130.00 ,7,3,94,0.11
3663909,Modern Luxury Designer House,100%,f,t,North Clairemont,92117,t,House,Entire home/apt,4,2,4,4,,$485.00 ,0,0,,
3664143,Charming 1.5 BR Space in Golden Hill,N/A,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,3,1,1,2,,$125.00 ,1,0,100,0.02
3664294,"Clean, Quiet- Private Bed/Bath - 1 person",90%,t,t,Pacific Beach,92109,t,Townhouse,Private room,1,1,1,1,,$50.00 ,191,41,99,2.91
3664734,"Comfy 1BR Cottage: Quiet, Clean, Close to All",100%,t,t,Bay Ho,92117,t,Guesthouse,Entire home/apt,4,1,1,2,,$85.00 ,196,45,99,2.94
3667705,"Pacific Beach Zen Villa, Oasis of Zen in Paradise",99%,t,f,Pacific Beach,92109,t,House,Entire home/apt,6,1,2,3,,$139.00 ,141,20,97,2.12
3668489,Serene room near Windansea Beach,0%,f,t,La Jolla,92037,t,House,Private room,2,1,1,1,,$85.00 ,76,4,99,1.27
3668723,Historic Home in Downtown San Diego,100%,t,t,Park West,92101,t,House,Private room,2,1,1,1,,$130.00 ,42,8,98,0.63
3675793,"ComicCon2016 Sleeps 5+, Downtown SD",N/A,f,t,East Village,92101,t,Apartment,Entire home/apt,5,2,2,2,,$650.00 ,2,0,100,0.03
3676959,Amazing City & Water VIEW w/ Garage,100%,t,t,Mission Hill,92110,t,Condominium,Entire home/apt,2,1,1,1,,$102.00 ,210,54,98,3.29
3678573,Spacious Private Room & Bath & Parking in PB (2),100%,t,t,Pacific Beach,92109,t,House,Private room,2,1,1,1,,$75.00 ,100,17,98,1.5
3678877,Comic-Con Loft,N/A,f,t,Cortez,92101,t,Apartment,Entire home/apt,4,1,1,2,,$220.00 ,0,0,,
3684232,Close to Bay and Beach,N/A,f,f,Pacific Beach,92109,t,Apartment,Private room,2,1,1,1,,$130.00 ,0,0,,
3684648,Walking Distance to the Beach,N/A,f,f,Pacific Beach,92109,f,Apartment,Private room,2,1,1,1,,$115.00 ,3,0,100,0.06
3688119,Comfy Couch in Bankers Hill,N/A,f,t,Little Italy,92101,t,Condominium,Shared room,1,1,1,1,,$78.00 ,7,6,100,0.11
3688339,Comic Con Rental,N/A,f,f,East Village,92101,t,Apartment,Entire home/apt,3,2,2,2,,$400.00 ,0,0,,
3689151,North Park Master Bedroom +1/2 Bath,N/A,f,f,University Heights,92104,t,Apartment,Private room,2,0.5,1,1,,$220.00 ,0,0,,
3697602,Homestay 8,N/A,f,t,Old Town,92110,t,House,Private room,1,1.5,1,0,,$79.00 ,13,0,87,0.2
3697810,Junior Suite Near Beautiful Bay,100%,t,t,Bay Park,92110,t,House,Private room,2,1,1,1,,$79.00 ,231,58,98,3.5
3698098,ROOM FOR RENT FOR COMIC CON WEEKEND,N/A,f,f,Oak Park,92105,t,Apartment,Private room,2,1,1,1,,$200.00 ,0,0,,
3703710,FREE Parking! Downtown/Gaslamp Apt.,N/A,f,t,Gaslamp,92101,t,Apartment,Entire home/apt,2,1,0,1,,$300.00 ,16,0,96,0.24
3705096,"Clean, Cozy Room, Private Entrance",100%,t,t,Tierrasanta,92111,t,Bungalow,Entire home/apt,2,1,1,1,,$68.00 ,159,25,96,2.45
3710891,Charming 3 bedrooms 3 baths & Pool,92%,f,f,Logan Heights,92113,t,House,Entire home/apt,9,3,3,7,,$189.00 ,230,36,90,3.47
3720519,"""Beverly Hills Style"" Elite Mansion - La Jolla",100%,t,f,La Jolla,92037,t,Villa,Entire home/apt,10,8,6,7,,"$2,300.00 ",20,8,99,0.52
3732214,5 bedroom house Beautiful home,100%,f,t,Clairemont Mesa East,92117,t,House,Private room,2,3,5,5,,$47.00 ,9,3,80,0.18
3757723,Cozy Bedroom near Beach & Airport,100%,t,t,Point Loma Heights,92110,t,Apartment,Private room,2,1,1,1,,$59.00 ,162,28,97,2.47
3760243,Beautiful South Park Craftsman,N/A,f,f,South Park,92102,t,House,Entire home/apt,6,2.5,3,4,,$180.00 ,1,1,,0.16
3762435,"Cozy Room, Great Price!",100%,t,t,Tierrasanta,92111,f,Bungalow,Private room,1,1,1,1,,$50.00 ,81,16,97,1.34
3781011,Great North Mission Beach cottage!,N/A,f,t,Mission Beach,92109,t,Cottage,Entire home/apt,5,2,2,2,,$175.00 ,9,0,93,0.15
3791273,"""I've traveled the world, this is one of the best""",100%,t,t,University City,92122,t,Guesthouse,Entire home/apt,4,1,1,2,,$99.00 ,179,50,98,2.85
3801467,Costa Verde Apt - 2 weeks,N/A,f,f,University City,92122,t,Apartment,Entire home/apt,4,2,2,1,,$50.00 ,0,0,,
3801623,Walk to Beach and Sea World,100%,f,t,Ocean Beach,92107,t,House,Entire home/apt,4,1,1,2,,$99.00 ,297,53,95,4.52
3817964,Garden apartment with Zen Canyon.,N/A,f,t,College West,92115,t,Apartment,Entire home/apt,3,1,1,1,,$50.00 ,1,0,100,0.03
3818701,"Poolhouse Oasis - Walkable, Quaint & Relaxing",100%,f,f,Adams North,92116,t,Guesthouse,Entire home/apt,4,1,1,2,,$87.00 ,312,41,97,4.72
3819776,Ocean Beach Apartment,N/A,f,t,Ocean Beach,92107,t,Apartment,Private room,2,1,1,1,,$70.00 ,15,0,95,0.23
3829234,Gigante 1/1 (whole floor) with in great location!,N/A,f,t,Morena,92111,t,Townhouse,Private room,2,1.5,1,2,,$79.00 ,0,0,,
3850225,Charming Private Spanish Casita,100%,t,t,Kensington,92116,t,Bungalow,Entire home/apt,4,1,1,2,,$112.00 ,110,26,98,1.67
3861880,Water Front | Corner Townhome in ❤ of MB,100%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,8,3,3,5,,$340.00 ,21,5,86,0.35
3877460,PB Beachhouse Walk 2 Sand! Sleeps 10+ Nice!,100%,f,f,Pacific Beach,92109,t,Townhouse,Entire home/apt,11,3,3,7,,$499.00 ,295,54,96,4.49
3877588,Tiny Cottage near BEACH!,100%,t,t,Point Loma Heights,92107,t,Guesthouse,Entire home/apt,2,1,0,1,,$85.00 ,271,48,99,4.42
3878470,Spacious and comfortable room,100%,t,t,Clairemont Mesa East,92111,t,Bungalow,Private room,2,1,1,1,,$60.00 ,33,8,97,0.53
3883622,3 Floors of Water Frontage • Exclusive Patio • AC,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,16,5.5,6,9,,$815.00 ,1,0,100,0.03
3884425,1 BR Quiet Del Mar condo unique park-like complex.,100%,t,f,Carmel Valley,92130,t,Condominium,Entire home/apt,3,1,1,2,,$170.00 ,62,2,97,1.13
3884876,Lexury condo in La Jolla area,N/A,f,t,University City,92037,f,Apartment,Shared room,1,1,1,1,,$110.00 ,1,0,100,0.02
3890004,Perfectly located 3br home w/ charm and character,100%,t,t,University Heights,92103,t,Apartment,Entire home/apt,10,2,3,5,,$319.00 ,20,0,96,0.33
3894253,Luxury Estate Home on One Acre!,100%,f,f,Rancho Bernardo,92128,t,Villa,Entire home/apt,10,3.5,4,4,,$899.00 ,3,2,100,0.11
3898171,Ocean Beach House w Humongous Yard,N/A,f,t,Point Loma Heights,92107,t,House,Entire home/apt,3,1,2,2,,$120.00 ,0,0,,
3898351,Home Away from Home,100%,t,f,North Clairemont,92117,t,House,Private room,1,1,1,1,,$48.00 ,71,16,97,1.2
3904150,"San Diego, BALBOA PARK RESORT",88%,t,t,East Village,92101,t,Apartment,Entire home/apt,3,1,0,2,,$300.00 ,0,0,,
3904615,"San Diego, MISSION VALLEY RESORT",88%,t,t,Mission Valley East,92108,t,Apartment,Entire home/apt,4,1,1,2,,$245.00 ,0,0,,
3904912,"San Diego-Balboa Park,CA, 1 Bdrm #1",91%,f,t,East Village,92101,t,Apartment,Entire home/apt,4,1,1,2,,$120.00 ,1,0,100,0.04
3905050,"San Diego-Balboa Park,CA, Studio #1",91%,f,t,East Village,92101,t,Apartment,Entire home/apt,3,1,0,2,,$109.00 ,1,0,20,0.02
3908358,Enjoy Del Mar and Carmel Valley in beautiful 4 BR,60%,f,t,Carmel Valley,92130,f,House,Entire home/apt,8,2.5,3,3,,$450.00 ,1,1,100,0.65
3908991,Newly Built 1 BD Apt in North Park,100%,f,f,North Park,92104,t,Apartment,Entire home/apt,4,1,1,2,,$120.00 ,21,21,94,3.12
3922420,★ Chic 3BR House ★ by Good Life Resorts,99%,t,t,Grant Hill,92102,t,House,Entire home/apt,8,1.5,3,5,,$175.00 ,104,27,97,1.93
3924737,Perfect location Central & Coastal!,100%,t,t,Loma Portal,92106,t,Guesthouse,Entire home/apt,4,1,0,1,,$99.00 ,123,32,100,1.88
3933664,Ocean Front Villa #4 Four Bedrooms,80%,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,8,1,4,4,,$350.00 ,225,53,91,3.79
3937601,Your familys vacation HQ in SD! ,100%,f,t,Clairemont Mesa West,92117,t,House,Entire home/apt,6,2,3,3,,$249.00 ,4,0,100,0.07
3943607,"Pacific Beach Bedroom, private living room & bath",100%,f,t,Pacific Beach,92109,t,Townhouse,Private room,2,1,1,2,,$125.00 ,28,2,96,0.43
3952335,Peter's Private Guest House,100%,t,t,University Heights,92116,t,Guesthouse,Entire home/apt,2,1,1,1,,$90.00 ,409,81,99,6.25
3971583,Ocean Front Villa #5 Two Bedrooms,80%,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,8,1,2,3,,$350.00 ,254,60,94,3.94
3971929,Ocean Front Villa #6 Two Bedrooms,80%,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,6,1,2,3,,$350.00 ,268,56,92,4.31
3972167,Ocean Front Villa #7 Two Bedrooms,80%,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,6,1,2,3,,$350.00 ,213,58,93,3.88
3972197,Ocean Front Villa #8 Three Bedrooms,80%,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,8,1.5,3,4,,$400.00 ,243,47,93,3.8
3977368,OCEAN BREEZE GETAWAY-PATIO & VIEWS,100%,t,f,La Jolla,92037,t,Apartment,Entire home/apt,6,2,2,3,,$295.00 ,54,14,98,0.95
3985497,Quiet Canyon Hideaway in Hip & Trendy North Park,100%,f,t,North Park,92104,t,House,Entire home/apt,6,1.5,3,3,,$129.00 ,3,0,100,0.1
3992655,"Clean, sm room off garage in VegHome",100%,f,f,North Clairemont,92117,t,House,Private room,1,1,1,1,,$42.00 ,15,3,87,0.26
3994720,San Diego Inn at Park studio unit,70%,f,t,Park West,92103,t,Apartment,Entire home/apt,4,1,0,2,,$279.00 ,1,0,100,0.04
3999816,"Master Bedroom Suite in Contemporary, Trendy Home",50%,f,f,Pacific Beach,92109,t,House,Private room,2,2.5,1,1,,$65.00 ,0,0,,
4011715,PB Beachhouse Steps 2 Sand 3/3 gated has A/C,100%,f,t,Pacific Beach,92109,t,Townhouse,Entire home/apt,8,2.5,3,6,,$219.00 ,273,64,96,4.23
4017146,Private House & Yard w/AC - 2.5 Blocks to Beach!,100%,t,t,Ocean Beach,92107,t,Cottage,Entire home/apt,5,1,2,3,,$209.00 ,134,21,100,2.12
4024737,"Quiet & peaceful home, near beaches",67%,f,t,Carmel Valley,92130,t,House,Private room,2,1,1,1,,$52.00 ,25,4,99,0.41
4030387,Fantastic Hideaway by the Sea *****,100%,t,f,La Jolla,92037,t,Apartment,Entire home/apt,4,1,0,1,,$175.00 ,97,14,95,1.53
4030463,10 min from DT; qn bd; mini-fridge,N/A,f,t,University City,92122,t,House,Private room,2,1,1,1,,$39.00 ,174,0,97,3.17
4031943,Del Mar Highlands Condo - Not Currently Available,0%,f,f,Carmel Valley,92130,t,Condominium,Entire home/apt,4,2,2,2,,$135.00 ,2,0,100,0.07
4037397,"SURFRIDER 1 - 2BR/2Bath, Windansea Beach, La Jolla",100%,t,t,La Jolla,92037,t,Apartment,Entire home/apt,6,2,2,3,,$240.00 ,65,13,98,1.03
4038881,Gas lamp Quarter,N/A,f,t,Gaslamp,92101,t,Apartment,Entire home/apt,3,1,1,1,,$100.00 ,2,0,100,0.03
4047173,Amazing Views. Little Italy Charm.,N/A,f,f,Harborview,92101,t,Apartment,Entire home/apt,2,1,1,1,,$394.00 ,0,0,,
4058301,Cozy home!  Middle of the action!,N/A,f,f,Normal Heights,92116,t,House,Private room,1,1,1,1,,$175.00 ,12,0,98,0.2
4077882,"Private Rm in condo: Little Italy, SD",100%,f,f,Little Italy,92101,t,Condominium,Private room,2,1.5,1,1,,$50.00 ,16,1,99,0.27
4084417,Quaint room with shared bathroom,100%,t,t,La Jolla,92037,t,Villa,Private room,1,1,1,1,,$100.00 ,27,3,94,0.42
4108812,Secluded Room with Queen bed,100%,t,t,La Jolla,92037,t,Villa,Private room,2,1,1,2,,$120.00 ,27,14,98,0.43
4109947,North Park Beauty,100%,t,t,North Park,92104,t,House,Entire home/apt,6,2,3,4,,$234.00 ,162,35,99,2.52
4111244,Cozy 2nd Floor Master Suite with Private Bath,N/A,f,t,Del Cerro,92120,t,Condominium,Private room,2,1,1,1,,$50.00 ,23,0,97,0.61
4112462,"Cozy Rm near Zoo, Museums & Beach!!",100%,f,t,University Heights,92104,t,Apartment,Private room,2,1.5,1,2,,$39.00 ,7,1,94,0.11
4119376,Private Room 4 blocks to Beach!,N/A,f,t,Pacific Beach,92109,t,Apartment,Private room,2,1,1,1,,$59.00 ,30,0,97,0.53
4120551,"Amazing ocean views, huge patio",100%,f,t,La Jolla,92037,t,Apartment,Private room,1,1,1,1,,$97.00 ,11,5,94,0.36
4146032,Spacious Room with Private Entry,100%,t,t,Tierrasanta,92111,t,Guest suite,Entire home/apt,2,1,1,1,,$62.00 ,142,24,98,2.27
4146041,"Beach Cottage A+ Location, Construction Discounts!",N/A,f,t,Ocean Beach,92107,t,House,Entire home/apt,5,1,2,1,,$149.00 ,220,20,97,4.36
4155653,Beautiful Rancho Bernardo Retreat!,N/A,t,t,Rancho Bernardo,92127,t,House,Private room,2,1,1,1,,$80.00 ,48,6,100,0.78
4165005,Sunshine & Palm Trees! 2bd/3b Condo,100%,t,t,Midtown,92103,t,Condominium,Entire home/apt,6,2.5,2,2,,$109.00 ,93,8,92,1.47
4165427,"Sea World, Downtown Pacific Beach, 3 bus lines-2",100%,f,t,Bay Park,92117,t,House,Private room,2,1,1,1,,$49.00 ,6,0,97,0.13
4165572,"Pacific Beach, Sea World, Downtown,& 3 bus lines-3",100%,f,t,Bay Park,92117,t,House,Private room,2,1,1,2,,$55.00 ,6,2,90,0.14
4171446,3b/3b oceanview  for upto 10 people,N/A,f,t,Carmel Valley,92130,t,House,Entire home/apt,7,3,3,3,,$450.00 ,1,0,80,0.02
4172114,Private Cottage North Park Normal Heights,97%,t,f,Normal Heights,92116,t,Guesthouse,Entire home/apt,3,1,1,1,,$70.00 ,481,96,97,9.06
4174379,2 BR in the heart of North Park,100%,t,t,North Park,92104,t,House,Entire home/apt,4,1,2,2,,$110.00 ,244,47,98,3.83
4181770,Contemporary pool-view 2-b&b condo near beaches,N/A,f,f,Carmel Valley,92130,t,Apartment,Entire home/apt,5,2,2,3,,$129.00 ,1,0,100,0.05
4183201,Midcentury Atomic Ranch With Incredible Views,100%,t,t,Oak Park,92105,t,Bungalow,Entire home/apt,6,2,3,4,,$195.00 ,57,10,97,0.89
4190674,"PRIMO LOCATION, OUTSTANDING VIEWS",100%,t,t,Loma Portal,92106,t,House,Private room,2,1,1,1,,$75.00 ,93,22,99,1.47
4191308,"MB 3BR/3BA steps to Sand: Garage, AC, Sleeps 12",96%,f,f,Mission Beach,92109,t,Condominium,Entire home/apt,12,3,3,7,,$199.00 ,268,63,91,4.16
4191630,Spanish Parkside Home pet friendly,92%,f,t,Balboa Park,92104,f,House,Entire home/apt,8,2,3,3,,$180.00 ,2,0,100,0.05
4191887,3 bedroom on Ocean Front Walk,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,8,2.5,3,4,,$375.00 ,69,10,90,1.14
